episode,steps,return
1155,200,-281.0
1156,200,-272.0
1157,200,-299.0
1158,145,-169.0
1159,179,-230.0
1160,200,-281.0
1161,104,-110.0
1162,200,-317.0
1163,200,-236.0
1164,200,-290.0
1165,200,-326.0
1166,184,-199.0
1167,200,-236.0
1168,200,-245.0
1169,200,-272.0
1170,200,-317.0
1171,200,-290.0
1172,200,-290.0
1173,190,-259.0
1174,200,-254.0
1175,200,-281.0
1176,200,-272.0
1177,200,-299.0
1178,200,-227.0
1179,200,-308.0
1180,200,-308.0
1181,200,-308.0
1182,200,-299.0
1183,200,-236.0
1184,135,-159.0
1185,200,-281.0
1186,200,-245.0
1187,200,-290.0
1188,200,-245.0
1189,82,-70.0
1190,200,-263.0
1191,172,-196.0
1192,200,-254.0
1193,200,-299.0
1194,200,-335.0
1195,200,-245.0
1196,164,-224.0
1197,185,-263.0
1198,200,-290.0
1199,200,-263.0
1200,200,-281.0
1201,200,-227.0
1202,200,-254.0
1203,174,-207.0
1204,200,-272.0
1205,200,-290.0
1206,200,-236.0
1207,200,-254.0
1208,200,-317.0
1209,200,-254.0
1210,200,-245.0
1211,200,-290.0
1212,117,-114.0
1213,200,-308.0
1214,200,-281.0
1215,200,-317.0
1216,200,-308.0
1217,200,-317.0
1218,200,-272.0
1219,200,-281.0
1220,200,-254.0
1221,200,-281.0
1222,200,-371.0
1223,188,-239.0
1224,200,-308.0
1225,130,-181.0
1226,200,-272.0
1227,200,-371.0
1228,191,-215.0
1229,200,-290.0
1230,200,-263.0
1231,200,-326.0
1232,200,-263.0
1233,200,-263.0
1234,200,-290.0
1235,200,-362.0
1236,200,-272.0
1237,200,-317.0
1238,200,-272.0
1239,200,-254.0
1240,200,-344.0
1241,200,-299.0
1242,200,-281.0
1243,200,-254.0
1244,200,-290.0
1245,200,-245.0
1246,200,-254.0
1247,200,-281.0
1248,200,-335.0
1249,200,-245.0
1250,191,-242.0
1251,200,-272.0
1252,46,-25.0
1253,171,-267.0
1254,200,-281.0
1255,147,-189.0
1256,200,-263.0
1257,200,-380.0
1258,200,-272.0
1259,200,-326.0
1260,200,-263.0
1261,200,-281.0
1262,200,-254.0
1263,200,-245.0
1264,200,-263.0
1265,200,-272.0
1266,200,-299.0
1267,143,-185.0
1268,200,-290.0
1269,200,-245.0
1270,200,-263.0
1271,200,-254.0
1272,200,-272.0
1273,154,-187.0
1274,200,-317.0
1275,200,-254.0
1276,200,-254.0
1277,200,-263.0
1278,200,-308.0
1279,200,-245.0
1280,200,-317.0
1281,200,-272.0
1282,200,-245.0
1283,200,-317.0
1284,200,-299.0
1285,200,-317.0
1286,200,-317.0
1287,200,-272.0
1288,200,-290.0
1289,200,-308.0
1290,200,-299.0
1291,200,-263.0
1292,200,-308.0
1293,185,-236.0
1294,200,-317.0
1295,200,-290.0
1296,200,-272.0
1297,200,-335.0
1298,182,-251.0
1299,193,-253.0
1300,17,4.0
1301,200,-254.0
1302,200,-308.0
1303,200,-263.0
1304,200,-281.0
1305,200,-236.0
1306,88,-85.0
1307,200,-263.0
1308,200,-290.0
1309,200,-290.0
1310,200,-299.0
1311,185,-191.0
1312,200,-326.0
1313,200,-308.0
1314,200,-272.0
1315,200,-290.0
1316,200,-299.0
1317,200,-290.0
1318,200,-281.0
1319,200,-263.0
1320,200,-236.0
1321,200,-290.0
1322,200,-254.0
1323,135,-141.0
1324,200,-299.0
1325,200,-290.0
1326,200,-236.0
1327,200,-290.0
1328,200,-281.0
1329,200,-245.0
1330,200,-263.0
1331,92,-98.0
1332,200,-308.0
1333,200,-299.0
1334,36,-24.0
1335,200,-245.0
1336,200,-281.0
1337,174,-216.0
1338,200,-317.0
1339,200,-272.0
1340,200,-299.0
1341,200,-272.0
1342,200,-263.0
1343,200,-254.0
1344,200,-290.0
1345,200,-254.0
1346,200,-263.0
1347,200,-263.0
1348,200,-317.0
1349,200,-299.0
1350,200,-290.0
1351,113,-137.0
1352,200,-263.0
1353,200,-245.0
1354,200,-272.0
1355,200,-281.0
1356,200,-263.0
1357,200,-335.0
1358,200,-290.0
1359,200,-281.0
1360,200,-290.0
1361,200,-254.0
1362,200,-290.0
1363,159,-219.0
1364,200,-272.0
1365,39,-27.0
1366,114,-129.0
1367,108,-123.0
1368,39,-36.0
1369,12,9.0
1370,200,-236.0
1371,200,-335.0
1372,200,-227.0
1373,200,-281.0
1374,200,-272.0
1375,72,-69.0
1376,200,-263.0
1377,200,-290.0
1378,200,-245.0
1379,200,-326.0
1380,200,-281.0
1381,200,-290.0
1382,200,-308.0
1383,200,-281.0
1384,200,-290.0
1385,156,-207.0
1386,200,-281.0
1387,200,-308.0
1388,200,-308.0
1389,200,-344.0
1390,200,-281.0
1391,200,-353.0
1392,200,-263.0
1393,200,-227.0
1394,200,-290.0
1395,89,-86.0
1396,200,-236.0
1397,200,-236.0
1398,200,-281.0
1399,200,-272.0
1400,200,-281.0
1401,200,-245.0
1402,200,-254.0
1403,200,-254.0
1404,83,-80.0
1405,200,-290.0
1406,192,-225.0
1407,200,-254.0
1408,33,-12.0
1409,200,-263.0
1410,200,-299.0
1411,200,-245.0
1412,200,-299.0
1413,200,-263.0
1414,200,-299.0
1415,200,-263.0
1416,200,-263.0
1417,200,-317.0
1418,200,-290.0
1419,200,-263.0
1420,200,-227.0
1421,45,-42.0
1422,200,-281.0
1423,200,-290.0
1424,200,-308.0
1425,200,-281.0
1426,200,-308.0
1427,200,-326.0
1428,200,-308.0
1429,200,-299.0
1430,200,-263.0
1431,105,-102.0
1432,200,-290.0
1433,200,-335.0
1434,200,-245.0
1435,67,-91.0
1436,152,-203.0
